order_id,order_date,product,category,quantity,unit_price,region,sales_channel,revenue,month
ORD-10101,2025-04-27,Office Chair,Furniture,4,236.65,North,Online,946.6,2025-04
ORD-10339,2025-04-27,Noise-Canceling Headphones,Electronics,5,224.14,North,Retail,1120.7,2025-04
ORD-10134,2025-04-27,Desk Lamp,Furniture,5,46.55,East,Retail,232.75,2025-04
ORD-10151,2025-04-27,Laptop Pro 14,Electronics,3,1223.89,South,Wholesale,3671.67,2025-04
ORD-10143,2025-04-28,Office Chair,Furniture,3,271.94,West,Retail,815.82,2025-04
ORD-10269,2025-04-29,Desk Lamp,Furniture,4,42.72,South,Wholesale,170.88,2025-04
ORD-10283,2025-04-30,Noise-Canceling Headphones,Electronics,3,180.62,South,Wholesale,541.86,2025-04
ORD-10202,2025-04-30,Laptop Pro 14,Electronics,7,1114.88,East,Online,7804.16,2025-04
ORD-10243,2025-05-03,Wireless Mouse,Electronics,1,36.49,South,Retail,36.49,2025-05
ORD-10344,2025-05-03,Wireless Mouse,Electronics,7,36.07,West,Wholesale,252.49,2025-05
ORD-10078,2025-05-04,Backpack,Accessories,1,47.3,East,Retail,47.3,2025-05
ORD-10154,2025-05-04,Mechanical Keyboard,Electronics,1,95.485,East,Wholesale,95.48,2025-05
ORD-10109,2025-05-06,Wireless Mouse,Electronics,2,38.07,East,Wholesale,76.14,2025-05
ORD-10093,2025-05-07,Laptop Pro 14,Electronics,3,1174.8,West,Online,3524.4,2025-05
ORD-10082,2025-05-07,Mechanical Keyboard,Electronics,5,77.97,West,Retail,389.85,2025-05
ORD-10349,2025-05-07,Standing Desk,Furniture,7,489.12,South,Online,3423.84,2025-05
ORD-10300,2025-05-09,Mechanical Keyboard,Electronics,7,109.25,North,Wholesale,764.75,2025-05
ORD-10343,2025-05-10,Backpack,Accessories,1,47.32,North,Wholesale,47.32,2025-05
ORD-10034,2025-05-11,Pen Set,Stationery,6,10.52,North,Online,63.12,2025-05
ORD-10192,2025-05-13,Noise-Canceling Headphones,Electronics,2,194.89,West,Online,389.78,2025-05
ORD-10311,2025-05-15,Office Chair,Furniture,6,228.19,East,Online,1369.14,2025-05
ORD-10345,2025-05-16,Pen Set,Stationery,1,14.58,South,Wholesale,14.58,2025-05
ORD-10123,2025-05-17,Standing Desk,Furniture,2,438.78,East,Retail,877.56,2025-05
ORD-10051,2025-05-18,Backpack,Accessories,1,62.54,South,Online,62.54,2025-05
ORD-10358,2025-05-20,Mechanical Keyboard,Electronics,3,112.03,North,Online,336.09,2025-05
ORD-10067,2025-05-21,Notebook Pack,Stationery,4,17.56,South,Online,70.24,2025-05
ORD-10321,2025-05-23,Office Chair,Furniture,3,271.66,North,Wholesale,814.98,2025-05
ORD-10178,2025-05-23,Backpack,Accessories,5,54.99,West,Retail,274.95,2025-05
ORD-10221,2025-05-24,Laptop Pro 14,Electronics,2,1395.79,West,Retail,2791.58,2025-05
ORD-10354,2025-05-25,Wireless Mouse,Electronics,5,33.19,East,Wholesale,165.95,2025-05
ORD-10029,2025-05-26,Wireless Mouse,Electronics,1,36.59,South,Wholesale,36.59,2025-05
ORD-10335,2025-05-26,Laptop Pro 14,Electronics,2,1123.26,East,Wholesale,2246.52,2025-05
ORD-10130,2025-05-27,Noise-Canceling Headphones,Electronics,7,194.23,North,Wholesale,1359.61,2025-05
ORD-10063,2025-05-27,Backpack,Accessories,2,56.16,East,Wholesale,112.32,2025-05
ORD-10124,2025-05-28,Notebook Pack,Stationery,6,20.86,East,Wholesale,125.16,2025-05
ORD-10309,2025-05-28,Backpack,Accessories,1,52.53,South,Online,52.53,2025-05
ORD-10138,2025-05-29,Office Chair,Furniture,5,234.08,South,Wholesale,1170.4,2025-05
ORD-10209,2025-05-29,Laptop Pro 14,Electronics,4,1285.04,West,Online,5140.16,2025-05
ORD-10231,2025-05-30,Mechanical Keyboard,Electronics,6,84.27,West,Wholesale,505.62,2025-05
ORD-10353,2025-05-30,Noise-Canceling Headphones,Electronics,6,256.36,East,Retail,1538.16,2025-05
ORD-10246,2025-05-31,Desk Lamp,Furniture,3,42.4,West,Retail,127.2,2025-05
ORD-10164,2025-06-01,Office Chair,Furniture,2,243.27,North,Online,486.54,2025-06
ORD-10261,2025-06-02,Pen Set,Stationery,4,10.94,East,Online,43.76,2025-06
ORD-10315,2025-06-02,Desk Lamp,Furniture,6,47.64,South,Online,285.84,2025-06
ORD-10197,2025-06-03,Backpack,Accessories,7,59.8,East,Retail,418.6,2025-06
ORD-10033,2025-06-05,Desk Lamp,Furniture,7,53.86,East,Online,377.02,2025-06
ORD-10268,2025-06-05,Mechanical Keyboard,Electronics,4,95.29,North,Wholesale,381.16,2025-06
ORD-10095,2025-06-05,Mechanical Keyboard,Electronics,6,96.74,East,Online,580.44,2025-06
ORD-10307,2025-06-07,Office Chair,Furniture,4,314.4,West,Online,1257.6,2025-06
ORD-10133,2025-06-08,Mechanical Keyboard,Electronics,2,93.0,North,Wholesale,186.0,2025-06
ORD-10053,2025-06-11,Pen Set,Stationery,3,14.61,East,Online,43.83,2025-06
ORD-10014,2025-06-14,Backpack,Accessories,6,48.87,North,Retail,293.22,2025-06
ORD-10104,2025-06-15,Pen Set,Stationery,4,14.93,East,Wholesale,59.72,2025-06
ORD-10273,2025-06-15,Noise-Canceling Headphones,Electronics,1,205.71,North,Wholesale,205.71,2025-06
ORD-10013,2025-06-16,Noise-Canceling Headphones,Electronics,1,254.82,South,Wholesale,254.82,2025-06
ORD-10301,2025-06-17,Office Chair,Furniture,6,279.45,East,Wholesale,1676.7,2025-06
ORD-10334,2025-06-18,Backpack,Accessories,7,49.38,East,Online,345.66,2025-06
ORD-10263,2025-06-19,Noise-Canceling Headphones,Electronics,6,240.17,West,Wholesale,1441.02,2025-06
ORD-10047,2025-06-20,Wireless Mouse,Electronics,4,40.44,East,Retail,161.76,2025-06
ORD-10356,2025-06-22,Office Chair,Furniture,1,298.55,East,Wholesale,298.55,2025-06
ORD-10256,2025-06-25,Notebook Pack,Stationery,3,15.63,East,Retail,46.89,2025-06
ORD-10076,2025-06-26,Standing Desk,Furniture,3,571.59,South,Wholesale,1714.77,2025-06
ORD-10280,2025-06-28,Mechanical Keyboard,Electronics,5,102.19,South,Retail,510.95,2025-06
ORD-10074,2025-06-28,Laptop Pro 14,Electronics,2,1256.78,South,Online,2513.56,2025-06
ORD-10267,2025-06-28,Desk Lamp,Furniture,5,41.0,North,Online,205.0,2025-06
ORD-10015,2025-06-29,Pen Set,Stationery,5,14.31,East,Retail,71.55,2025-06
ORD-10279,2025-06-30,Backpack,Accessories,4,52.0,South,Online,208.0,2025-06
ORD-10350,2025-07-01,Mechanical Keyboard,Electronics,5,99.19,North,Retail,495.95,2025-07
ORD-10090,2025-07-01,Standing Desk,Furniture,2,478.15,South,Online,956.3,2025-07
ORD-10242,2025-07-02,Standing Desk,Furniture,4,586.17,West,Retail,2344.68,2025-07
ORD-10115,2025-07-03,Office Chair,Furniture,1,311.02,North,Online,311.02,2025-07
ORD-10289,2025-07-03,Standing Desk,Furniture,3,475.57,East,Retail,1426.71,2025-07
ORD-10117,2025-07-04,Standing Desk,Furniture,5,523.54,South,Online,2617.7,2025-07
ORD-10058,2025-07-04,Laptop Pro 14,Electronics,5,1322.41,South,Online,6612.05,2025-07
ORD-10330,2025-07-04,Wireless Mouse,Electronics,3,31.23,North,Wholesale,93.69,2025-07
ORD-10010,2025-07-04,Pen Set,Stationery,2,13.38,West,Wholesale,26.76,2025-07
ORD-10059,2025-07-05,Laptop Pro 14,Electronics,2,1490.5,North,Online,2981.0,2025-07
ORD-10182,2025-07-06,Office Chair,Furniture,1,256.79,West,Online,256.79,2025-07
ORD-10086,2025-07-07,Desk Lamp,Furniture,7,38.78,East,Wholesale,271.46,2025-07
ORD-10112,2025-07-09,Standing Desk,Furniture,3,426.06,East,Retail,1278.18,2025-07
ORD-10046,2025-07-09,Backpack,Accessories,7,59.73,East,Online,418.11,2025-07
ORD-10332,2025-07-10,Laptop Pro 14,Electronics,5,1121.64,East,Retail,5608.2,2025-07
ORD-10248,2025-07-12,Standing Desk,Furniture,1,573.11,South,Online,573.11,2025-07
ORD-10347,2025-07-12,Notebook Pack,Stationery,5,21.68,South,Online,108.4,2025-07
ORD-10235,2025-07-12,Noise-Canceling Headphones,Electronics,1,184.72,West,Wholesale,184.72,2025-07
ORD-10172,2025-07-14,Noise-Canceling Headphones,Electronics,4,207.54,North,Online,830.16,2025-07
ORD-10272,2025-07-15,Backpack,Accessories,7,56.54,North,Wholesale,395.78,2025-07
ORD-10219,2025-07-16,Office Chair,Furniture,4,303.79,West,Retail,1215.16,2025-07
ORD-10061,2025-07-17,Mechanical Keyboard,Electronics,5,81.72,South,Retail,408.6,2025-07
ORD-10019,2025-07-18,Wireless Mouse,Electronics,5,33.49,East,Wholesale,167.45,2025-07
ORD-10298,2025-07-18,Pen Set,Stationery,4,10.49,South,Retail,41.96,2025-07
ORD-10250,2025-07-19,Notebook Pack,Stationery,5,18.94,South,Retail,94.7,2025-07
ORD-10099,2025-07-21,Wireless Mouse,Electronics,4,34.41,West,Retail,137.64,2025-07
ORD-10327,2025-07-22,Notebook Pack,Stationery,1,19.1,East,Online,19.1,2025-07
ORD-10342,2025-07-23,Desk Lamp,Furniture,5,53.13,North,Retail,265.65,2025-07
ORD-10008,2025-07-29,Office Chair,Furniture,5,279.78,East,Retail,1398.9,2025-07
ORD-10316,2025-07-29,Pen Set,Stationery,3,14.39,North,Retail,43.17,2025-07
ORD-10291,2025-08-02,Standing Desk,Furniture,3,586.48,South,Retail,1759.44,2025-08
ORD-10135,2025-08-02,Standing Desk,Furniture,3,538.19,North,Wholesale,1614.57,2025-08
ORD-10064,2025-08-03,Office Chair,Furniture,7,224.75,South,Retail,1573.25,2025-08
ORD-10296,2025-08-04,Standing Desk,Furniture,7,543.41,North,Online,3803.87,2025-08
ORD-10302,2025-08-04,Pen Set,Stationery,7,13.14,West,Retail,91.98,2025-08
ORD-10318,2025-08-05,Laptop Pro 14,Electronics,6,1300.875,South,Retail,7805.25,2025-08
ORD-10254,2025-08-05,Office Chair,Furniture,6,222.15,West,Retail,1332.9,2025-08
ORD-10333,2025-08-07,Notebook Pack,Stationery,7,17.3,West,Retail,121.1,2025-08
ORD-10026,2025-08-07,Pen Set,Stationery,3,11.14,West,Wholesale,33.42,2025-08
ORD-10229,2025-08-09,Backpack,Accessories,1,62.41,South,Retail,62.41,2025-08
ORD-10179,2025-08-10,Office Chair,Furniture,6,259.48,North,Online,1556.88,2025-08
ORD-10257,2025-08-11,Laptop Pro 14,Electronics,2,1409.05,North,Online,2818.1,2025-08
ORD-10305,2025-08-11,Mechanical Keyboard,Electronics,5,95.485,North,Wholesale,477.42,2025-08
ORD-10065,2025-08-14,Noise-Canceling Headphones,Electronics,4,232.93,South,Online,931.72,2025-08
ORD-10066,2025-08-17,Notebook Pack,Stationery,4,18.99,East,Wholesale,75.96,2025-08
ORD-10299,2025-08-17,Noise-Canceling Headphones,Electronics,3,207.51,West,Wholesale,622.53,2025-08
ORD-10097,2025-08-20,Mechanical Keyboard,Electronics,4,78.33,South,Wholesale,313.32,2025-08
ORD-10006,2025-08-21,Office Chair,Furniture,6,250.99,North,Wholesale,1505.94,2025-08
ORD-10199,2025-08-21,Desk Lamp,Furniture,4,49.61,South,Retail,198.44,2025-08
ORD-10125,2025-08-26,Notebook Pack,Stationery,1,21.39,South,Online,21.39,2025-08
ORD-10016,2025-08-26,Office Chair,Furniture,1,264.24,North,Retail,264.24,2025-08
ORD-10326,2025-08-28,Office Chair,Furniture,3,287.72,West,Retail,863.16,2025-08
ORD-10255,2025-08-29,Standing Desk,Furniture,6,523.09,West,Retail,3138.54,2025-08
ORD-10007,2025-08-31,Wireless Mouse,Electronics,6,40.68,East,Retail,244.08,2025-08
ORD-10149,2025-08-31,Notebook Pack,Stationery,2,21.29,North,Retail,42.58,2025-08
ORD-10170,2025-09-01,Backpack,Accessories,1,59.72,South,Retail,59.72,2025-09
ORD-10181,2025-09-01,Office Chair,Furniture,5,285.35,East,Retail,1426.75,2025-09
ORD-10346,2025-09-01,Backpack,Accessories,6,54.95,North,Online,329.7,2025-09
ORD-10212,2025-09-02,Desk Lamp,Furniture,7,53.26,North,Wholesale,372.82,2025-09
ORD-10042,2025-09-02,Office Chair,Furniture,3,251.88,West,Wholesale,755.64,2025-09
ORD-10195,2025-09-03,Wireless Mouse,Electronics,2,32.95,West,Online,65.9,2025-09
ORD-10265,2025-09-04,Backpack,Accessories,5,48.32,West,Wholesale,241.6,2025-09
ORD-10277,2025-09-06,Laptop Pro 14,Electronics,6,1343.91,East,Retail,8063.46,2025-09
ORD-10175,2025-09-06,Standing Desk,Furniture,7,413.09,North,Wholesale,2891.63,2025-09
ORD-10247,2025-09-07,Noise-Canceling Headphones,Electronics,7,202.6,South,Retail,1418.2,2025-09
ORD-10240,2025-09-11,Desk Lamp,Furniture,3,50.54,West,Retail,151.62,2025-09
ORD-10011,2025-09-12,Desk Lamp,Furniture,4,39.87,South,Wholesale,159.48,2025-09
ORD-10012,2025-09-12,Wireless Mouse,Electronics,4,35.08,East,Retail,140.32,2025-09
ORD-10189,2025-09-15,Standing Desk,Furniture,4,495.63,South,Retail,1982.52,2025-09
ORD-10276,2025-09-15,Pen Set,Stationery,3,14.89,South,Online,44.67,2025-09
ORD-10060,2025-09-16,Desk Lamp,Furniture,4,39.9,South,Wholesale,159.6,2025-09
ORD-10071,2025-09-17,Noise-Canceling Headphones,Electronics,1,222.61,North,Retail,222.61,2025-09
ORD-10087,2025-09-17,Office Chair,Furniture,6,309.75,East,Retail,1858.5,2025-09
ORD-10156,2025-09-18,Standing Desk,Furniture,2,504.8,South,Online,1009.6,2025-09
ORD-10079,2025-09-18,Standing Desk,Furniture,1,542.98,West,Wholesale,542.98,2025-09
ORD-10030,2025-09-22,Office Chair,Furniture,1,286.93,North,Wholesale,286.93,2025-09
ORD-10075,2025-09-22,Standing Desk,Furniture,5,554.48,South,Wholesale,2772.4,2025-09
ORD-10137,2025-09-22,Noise-Canceling Headphones,Electronics,3,238.96,West,Online,716.88,2025-09
ORD-10341,2025-09-23,Mechanical Keyboard,Electronics,4,90.76,North,Retail,363.04,2025-09
ORD-10048,2025-09-24,Pen Set,Stationery,1,10.62,South,Wholesale,10.62,2025-09
ORD-10352,2025-09-24,Pen Set,Stationery,3,13.39,North,Wholesale,40.17,2025-09
ORD-10328,2025-09-25,Laptop Pro 14,Electronics,1,1304.86,South,Retail,1304.86,2025-09
ORD-10286,2025-09-27,Laptop Pro 14,Electronics,1,1036.41,West,Wholesale,1036.41,2025-09
ORD-10357,2025-09-28,Laptop Pro 14,Electronics,5,1374.8,East,Online,6874.0,2025-09
ORD-10157,2025-10-02,Noise-Canceling Headphones,Electronics,5,185.72,North,Online,928.6,2025-10
ORD-10166,2025-10-02,Office Chair,Furniture,2,317.69,North,Online,635.38,2025-10
ORD-10237,2025-10-03,Laptop Pro 14,Electronics,2,1145.14,North,Wholesale,2290.28,2025-10
ORD-10288,2025-10-04,Laptop Pro 14,Electronics,7,1449.0,South,Wholesale,10143.0,2025-10
ORD-10161,2025-10-04,Office Chair,Furniture,2,279.37,West,Online,558.74,2025-10
ORD-10208,2025-10-05,Office Chair,Furniture,7,303.31,North,Wholesale,2123.17,2025-10
ORD-10207,2025-10-06,Noise-Canceling Headphones,Electronics,4,220.33,North,Wholesale,881.32,2025-10
ORD-10285,2025-10-07,Pen Set,Stationery,1,11.68,South,Online,11.68,2025-10
ORD-10147,2025-10-10,Notebook Pack,Stationery,5,18.11,South,Online,90.55,2025-10
ORD-10177,2025-10-10,Standing Desk,Furniture,4,511.01,North,Wholesale,2044.04,2025-10
ORD-10214,2025-10-11,Standing Desk,Furniture,2,491.04,West,Retail,982.08,2025-10
ORD-10329,2025-10-13,Laptop Pro 14,Electronics,6,1196.75,North,Retail,7180.5,2025-10
ORD-10094,2025-10-14,Mechanical Keyboard,Electronics,5,93.65,East,Wholesale,468.25,2025-10
ORD-10260,2025-10-16,Notebook Pack,Stationery,7,22.29,North,Online,156.03,2025-10
ORD-10132,2025-10-17,Notebook Pack,Stationery,5,21.95,South,Retail,109.75,2025-10
ORD-10107,2025-10-17,Mechanical Keyboard,Electronics,1,101.45,East,Online,101.45,2025-10
ORD-10193,2025-10-20,Standing Desk,Furniture,4,573.91,North,Retail,2295.64,2025-10
ORD-10198,2025-10-20,Laptop Pro 14,Electronics,4,1248.27,West,Wholesale,4993.08,2025-10
ORD-10266,2025-10-20,Laptop Pro 14,Electronics,6,1424.51,West,Online,8547.06,2025-10
ORD-10036,2025-10-21,Wireless Mouse,Electronics,2,38.03,South,Wholesale,76.06,2025-10
ORD-10057,2025-10-27,Desk Lamp,Furniture,6,52.15,West,Retail,312.9,2025-10
ORD-10205,2025-10-27,Notebook Pack,Stationery,4,17.9,North,Retail,71.6,2025-10
ORD-10308,2025-10-28,Notebook Pack,Stationery,3,16.56,South,Retail,49.68,2025-10
